"id","session","handle","plugin","event","timestamp","call_id","username","callee","call_type"
1184,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""accepted"",""call-id"":""effec713-38a9-123a-d4a5-0050568aeb10""}",2021-05-26 09:45:27.000,"","","",undefined
1185,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK986e.79155949e685c35b9a011440d50ac311.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKQrKDcjgKUNr8H\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=Q9DjFmK26Dvaa\r\nTo: <sip:10020@sip.tb>;tag=HZy3HjNrFvFFm\r\nCall-ID: effec713-38a9-123a-d4a5-0050568aeb10\r\nCSeq: 36457370 INVITE\r\nContact: 10020 <sip:10020@192.168.2.82:45793>\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 241\r\n\r\nv=0\r\no=mozilla...THIS_IS_SDPARTA-78.10.1 1126666955460236467 261120228545309648 IN IP4 192.168.2.82\r\ns=-\r\nt=0 0\r\nm=audio 54632 RTP/AVP 8 101\r\nc=IN IP4 192.168.2.82\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000/1\r\na=fmtp:101 0-15\r\n""}",2021-05-26 09:45:27.000,"","","",undefined
1186,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""ACK sip:10020@192.168.2.82:45793 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK986e.f3a6ec25f5531f3c73a4e0e112327b7a.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKr1c6DD1pryeUD\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=Q9DjFmK26Dvaa\r\nTo: <sip:10020@sip.tb>;tag=HZy3HjNrFvFFm\r\nCall-ID: effec713-38a9-123a-d4a5-0050568aeb10\r\nCSeq: 36457370 ACK\r\nContact: <sip:mod_sofia@192.168.2.52:5090>\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:45:27.000,"","","",undefined
1187,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bKa86e.b98d6beeed0c96831445db77c9134cbd.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKtKZQH32XjgU0m\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=Q9DjFmK26Dvaa\r\nTo: <sip:10020@sip.tb>;tag=HZy3HjNrFvFFm\r\nCall-ID: effec713-38a9-123a-d4a5-0050568aeb10\r\nCSeq: 36457371 BYE\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:45:32.000,"","","",undefined
1188,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""BYE sip:10020@192.168.2.82:45793 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bKa86e.b98d6beeed0c96831445db77c9134cbd.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKtKZQH32XjgU0m\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=Q9DjFmK26Dvaa\r\nTo: <sip:10020@sip.tb>;tag=HZy3HjNrFvFFm\r\nCall-ID: effec713-38a9-123a-d4a5-0050568aeb10\r\nCSeq: 36457371 BYE\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nReason: Q.850;cause=16\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:45:32.000,"","","",undefined
1189,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""hangup"",""call-id"":""effec713-38a9-123a-d4a5-0050568aeb10"",""code"":200,""reason"":""Session Terminated""}",2021-05-26 09:45:32.000,effec713-38a9-123a-d4a5-0050568aeb10,"","",hangup
1190,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:45793;rport;branch=z9hG4bKjUKF2vpQ9KFvj\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=gp5agQ4mjKSvr\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: dcc07591-38a9-123a-848d-0050568a2cf5\r\nCSeq: 957752775 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.82:45793>\r\nExpires: 0\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:45:53.000,"","","",undefined
1191,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:45793;rport=45793;branch=z9hG4bKjUKF2vpQ9KFvj;received=192.168.2.82\r\nFrom: <sip:10020@sip.tb>;tag=gp5agQ4mjKSvr\r\nTo: <sip:10020@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.10e7ea30\r\nCall-ID: dcc07591-38a9-123a-848d-0050568a2cf5\r\nCSeq: 957752775 REGISTER\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:45:53.000,"","","",undefined
1192,5969612756033054,611113576162046,janus.plugin.sip,"{""event"":""unregistered"",""identity"":""sip:10020@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-26 09:45:53.000,"","","",undefined
1193,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:33236;rport;branch=z9hG4bKFtN5jtXv19v4a\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=FySU02XX2K4Xe\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 075fea66-38aa-123a-848d-0050568a2cf5\r\nCSeq: 957752792 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.82:33236>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:04.000,"","","",undefined
1194,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:33236;rport;branch=z9hG4bKFtN5jtXv19v4a\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=FySU02XX2K4Xe\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 075fea66-38aa-123a-848d-0050568a2cf5\r\nCSeq: 957752792 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.82:33236>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:04.000,"","","",undefined
1195,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.82:33236;rport=33236;branch=z9hG4bKFtN5jtXv19v4a;received=192.168.2.82\r\nFrom: <sip:10020@sip.tb>;tag=FySU02XX2K4Xe\r\nTo: <sip:10020@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.7269dee2\r\nCall-ID: 075fea66-38aa-123a-848d-0050568a2cf5\r\nCSeq: 957752792 REGISTER\r\nContact: <sip:10020@192.168.2.82:33236>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:04.000,"","","",undefined
1196,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10020@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-26 09:46:04.000,"","","",undefined
1197,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 100 Trying\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6153.f5ad55c9f3310f282dbd3f39b805dc22.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKUvrgKyK1FSHKg\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457406 INVITE\r\nUser-Agent: WebRTC Gateway\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:36.000,"","","",undefined
1198,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""INVITE sip:10020@192.168.2.82:33236 SIP/2.0\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6153.f5ad55c9f3310f282dbd3f39b805dc22.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKUvrgKyK1FSHKg\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457406 INVITE\r\nContact: <sip:mod_sofia@192.168.2.52:5090>\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nAllow-Events: talk, hold, conference, presence, as-feature-event, dialog, line-seize, call-info, sla, include-session-description, presence.winfo, message-summary, refer\r\nPrivacy: id\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 220\r\nX-FS-Support: update_display,send_info\r\nP-Asserted-Identity: <sip:680@192.168.2.52>\r\n\r\nv=0\r\no=FreeSWITCH 1621972614 1621972615 IN IP4 192.168.2.52\r\ns=FreeSWITCH\r\nc=IN IP4 192.168.2.52\r\nt=0 0\r\nm=audio 49782 RTP/AVP 8 101\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000\r\na=fmtp:101 0-16\r\na=ptime:20\r\n""}",2021-05-26 09:46:36.000,"","","",undefined
1199,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""incomingcall"",""call-id"":""1aa860e9-38aa-123a-d4a5-0050568aeb10"",""username"":""sip:680@192.168.2.52"",""displayname"":""\""\"""",""callee"":""sip:10020@sip.tb""}",2021-05-26 09:46:36.000,"1aa860e9-38aa-123a-d4a5-0050568aeb10",sip:680@192.168.2.52,sip:10020@sip.tb,incoming
1200,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 180 Ringing\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6153.f5ad55c9f3310f282dbd3f39b805dc22.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKUvrgKyK1FSHKg\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>;tag=g7jm2Xe1Zvtga\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457406 INVITE\r\nContact: 10020 <sip:10020@192.168.2.82:33236>\r\nUser-Agent: WebRTC Gateway\r\nAccept: application/sdp\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:36.000,"","","",undefined
1201,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""accepted"",""call-id"":""1aa860e9-38aa-123a-d4a5-0050568aeb10""}",2021-05-26 09:46:38.000,"","","",undefined
1202,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6153.f5ad55c9f3310f282dbd3f39b805dc22.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKUvrgKyK1FSHKg\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>;tag=g7jm2Xe1Zvtga\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457406 INVITE\r\nContact: 10020 <sip:10020@192.168.2.82:33236>\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 242\r\n\r\nv=0\r\no=mozilla...THIS_IS_SDPARTA-78.10.1 7550499020408135473 3557551914313602016 IN IP4 192.168.2.82\r\ns=-\r\nt=0 0\r\nm=audio 53436 RTP/AVP 8 101\r\nc=IN IP4 192.168.2.82\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000/1\r\na=fmtp:101 0-15\r\n""}",2021-05-26 09:46:38.000,"","","",undefined
1203,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""ACK sip:10020@192.168.2.82:33236 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6153.d00f82cd251c99246f4f7b9da5ac4337.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKv5H9mS44c275B\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>;tag=g7jm2Xe1Zvtga\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457406 ACK\r\nContact: <sip:mod_sofia@192.168.2.52:5090>\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:38.000,"","","",undefined
1204,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK7153.e9d468eecbf9dafbb27741d3d9cf4a35.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKyQ4trF6B7KmBK\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>;tag=g7jm2Xe1Zvtga\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457407 BYE\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:43.000,"","","",undefined
1205,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""BYE sip:10020@192.168.2.82:33236 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK7153.e9d468eecbf9dafbb27741d3d9cf4a35.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bKyQ4trF6B7KmBK\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=SU03jaN90Z8FH\r\nTo: <sip:10020@sip.tb>;tag=g7jm2Xe1Zvtga\r\nCall-ID: 1aa860e9-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457407 BYE\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nReason: Q.850;cause=16\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:43.000,"","","",undefined
1206,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""hangup"",""call-id"":""1aa860e9-38aa-123a-d4a5-0050568aeb10"",""code"":200,""reason"":""Session Terminated""}",2021-05-26 09:46:43.000,"1aa860e9-38aa-123a-d4a5-0050568aeb10","","",hangup
1207,811099926688451,7403046759891074,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.82:33236;rport;branch=z9hG4bKHc8ppgZ3UU99H\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=FySU02XX2K4Xe\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 075fea66-38aa-123a-848d-0050568a2cf5\r\nCSeq: 957752793 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.82:33236>\r\nExpires: 0\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:46:49.000,"","","",undefined
1208,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216:57788;rport;branch=z9hG4bKvya121BZDQ5tr\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=vQUUgBgvFpXgS\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 4641aac7-38aa-123a-e4b4-0050568a33e8\r\nCSeq: 957752818 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.216:57788>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:47:49.000,"","","",undefined
1209,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""REGISTER sip:sip.tb SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216:57788;rport;branch=z9hG4bKvya121BZDQ5tr\r\nMax-Forwards: 70\r\nFrom: <sip:10020@sip.tb>;tag=vQUUgBgvFpXgS\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: 4641aac7-38aa-123a-e4b4-0050568a33e8\r\nCSeq: 957752818 REGISTER\r\nContact: 10020 <sip:10020@192.168.2.216:57788>\r\nExpires: 3600\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces, path\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:47:49.000,"","","",undefined
1210,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""SIP/2.0 200 OK\r\nVia: SIP/2.0/UDP 192.168.2.216:57788;rport=57788;branch=z9hG4bKvya121BZDQ5tr;received=192.168.2.216\r\nFrom: <sip:10020@sip.tb>;tag=vQUUgBgvFpXgS\r\nTo: <sip:10020@sip.tb>;tag=13ad6ee50629b4d5bf0e6f8bbff6cf17.c1e262d4\r\nCall-ID: 4641aac7-38aa-123a-e4b4-0050568a33e8\r\nCSeq: 957752818 REGISTER\r\nContact: <sip:10020@192.168.2.216:57788>;expires=3600\r\nServer: kamailio (5.3.4 (x86_64/linux))\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:47:49.000,"","","",undefined
1211,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""registered"",""identity"":""sip:10020@sip.tb"",""proxy"":""sip:sip.tb""}",2021-05-26 09:47:49.000,"","","",undefined
1212,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 100 Trying\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6851.40cd86dbec61b124d3f5f9d5842363ac.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bK09pcv57j150ga\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=vpcerU7KrtB8K\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: b062dbf0-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457531 INVITE\r\nUser-Agent: WebRTC Gateway\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:50:48.000,"","","",undefined
1213,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""INVITE sip:10020@192.168.2.216:57788 SIP/2.0\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6851.40cd86dbec61b124d3f5f9d5842363ac.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bK09pcv57j150ga\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=vpcerU7KrtB8K\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: b062dbf0-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457531 INVITE\r\nContact: <sip:mod_sofia@192.168.2.52:5090>\r\nUser-Agent: FreeSWITCH-mod_sofia/1.8.7~64bit\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, MESSAGE, INFO, UPDATE, REGISTER, REFER, NOTIFY, PUBLISH, SUBSCRIBE\r\nSupported: timer, path, replaces\r\nAllow-Events: talk, hold, conference, presence, as-feature-event, dialog, line-seize, call-info, sla, include-session-description, presence.winfo, message-summary, refer\r\nPrivacy: id\r\nContent-Type: application/sdp\r\nContent-Disposition: session\r\nContent-Length: 220\r\nX-FS-Support: update_display,send_info\r\nP-Asserted-Identity: <sip:680@192.168.2.52>\r\n\r\nv=0\r\no=FreeSWITCH 1621973331 1621973332 IN IP4 192.168.2.52\r\ns=FreeSWITCH\r\nc=IN IP4 192.168.2.52\r\nt=0 0\r\nm=audio 49316 RTP/AVP 8 101\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:101 telephone-event/8000\r\na=fmtp:101 0-16\r\na=ptime:20\r\n""}",2021-05-26 09:50:48.000,"","","",undefined
1214,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""incomingcall"",""call-id"":""b062dbf0-38aa-123a-d4a5-0050568aeb10"",""username"":""sip:680@192.168.2.52"",""displayname"":""\""\"""",""callee"":""sip:10020@sip.tb""}",2021-05-26 09:50:48.000,b062dbf0-38aa-123a-d4a5-0050568aeb10,sip:680@192.168.2.52,sip:10020@sip.tb,incoming
1215,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 180 Ringing\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6851.40cd86dbec61b124d3f5f9d5842363ac.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bK09pcv57j150ga\r\nRecord-Route: <sip:192.168.2.216;lr>\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=vpcerU7KrtB8K\r\nTo: <sip:10020@sip.tb>;tag=X0mmj60ZcZK3m\r\nCall-ID: b062dbf0-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457531 INVITE\r\nContact: 10020 <sip:10020@192.168.2.216:57788>\r\nUser-Agent: WebRTC Gateway\r\nAccept: application/sdp\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:50:48.000,"","","",undefined
1217,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-out"",""sip"":""SIP/2.0 487 Request Terminated\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6851.40cd86dbec61b124d3f5f9d5842363ac.0\r\nVia: SIP/2.0/UDP 192.168.2.52:5090;received=192.168.2.52;rport=5090;branch=z9hG4bK09pcv57j150ga\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=vpcerU7KrtB8K\r\nTo: <sip:10020@sip.tb>;tag=X0mmj60ZcZK3m\r\nCall-ID: b062dbf0-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457531 INVITE\r\nUser-Agent: WebRTC Gateway\r\nAllow: INVITE, ACK, BYE, CANCEL, OPTIONS, UPDATE, REFER, MESSAGE, INFO, NOTIFY\r\nSupported: replaces\r\nContent-Length: 0\r\n\r\n""}",2021-05-26 09:50:51.000,"","","",undefined
1218,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""sip-in"",""sip"":""CANCEL sip:10020@192.168.2.216:57788 SIP/2.0\r\nVia: SIP/2.0/UDP 192.168.2.216;branch=z9hG4bK6851.40cd86dbec61b124d3f5f9d5842363ac.0\r\nMax-Forwards: 69\r\nFrom: \""\"" <sip:680@192.168.2.52>;tag=vpcerU7KrtB8K\r\nTo: <sip:10020@sip.tb>\r\nCall-ID: b062dbf0-38aa-123a-d4a5-0050568aeb10\r\nCSeq: 36457531 CANCEL\r\nContent-Length: 0\r\nReason: Q.850;cause=16;text=\""NORMAL_CLEARING\""\r\n\r\n""}",2021-05-26 09:50:51.000,"","","",undefined
1219,4122835111594872,2448869226527053,janus.plugin.sip,"{""event"":""hangup"",""call-id"":""b062dbf0-38aa-123a-d4a5-0050568aeb10"",""code"":487,""reason"":""Request Terminated"",""reason_header"":""NORMAL_CLEARING""}",2021-05-26 09:50:51.000,b062dbf0-38aa-123a-d4a5-0050568aeb10,"","",hangup
